timestamp,theta,dist_mm,quality
1779353228060,209.23,00000.00,0
1779353228060,209.58,00000.00,0
1779353228060,209.92,00000.00,0
1779353228060,210.27,00000.00,0
1779353228060,210.40,00287.00,47
1779353228060,210.61,00000.00,0
1779353228060,210.81,00285.00,47
1779353228060,210.96,00000.00,0
1779353228060,211.22,00282.00,47
1779353228060,211.31,00000.00,0
1779353228060,211.66,00000.00,0
1779353228060,212.00,00000.00,0
1779353228060,212.35,00000.00,0
1779353228060,212.70,00000.00,0
1779353228060,213.04,00000.00,0
1779353228060,213.39,00000.00,0
1779353228060,213.73,00000.00,0
1779353228060,213.87,00288.00,47
1779353228060,214.08,00000.00,0
1779353228060,214.22,00288.00,47
1779353228060,214.43,00000.00,0
1779353228060,214.56,00288.00,47
1779353228060,214.77,00000.00,0
1779353228060,214.92,00289.00,47
1779353228060,215.20,00290.00,47
1779353228060,215.55,00291.00,47
1779353228060,215.89,00292.00,47
1779353228060,216.16,00000.00,0
1779353228060,216.18,00293.00,47
1779353228060,216.51,00000.00,0
1779353228060,216.53,00294.00,47
1779353228060,216.85,00000.00,0
1779353228060,216.87,00294.00,47
1779353228060,217.20,00000.00,0
1779353228060,217.22,00295.00,47
1779353228060,217.55,00000.00,0
1779353228060,217.57,00296.00,47
1779353228060,217.86,00297.00,47
1779353228060,217.89,00000.00,0
1779353228060,218.20,00298.00,47
1779353228060,218.24,00000.00,0
1779353228060,218.56,00299.00,47
1779353228060,218.84,00300.00,47
1779353228060,219.18,00301.00,47
1779353228060,219.53,00302.00,47
1779353228060,219.89,00303.00,47
1779353228060,220.17,00304.00,47
1779353228060,220.51,00306.00,47
1779353228060,220.87,00307.00,47
1779353228060,221.15,00308.00,47
1779353228060,221.50,00309.00,47
1779353228060,221.84,00310.00,47
1779353228060,222.20,00311.00,47
1779353228060,222.48,00312.00,47
1779353228060,222.82,00314.00,47
1779353228060,223.19,00315.00,47
1779353228060,223.47,00316.00,47
1779353228060,223.81,00317.00,47
1779353228060,224.15,00316.00,47
1779353228060,225.08,00300.00,47
1779353228060,225.53,00296.00,47
1779353228060,225.93,00292.00,47
1779353228060,226.34,00288.00,47
1779353228060,226.75,00285.00,47
1779353228060,227.15,00282.00,47
1779353228060,227.54,00279.00,47
1779353228060,227.95,00276.00,47
1779353228060,228.36,00273.00,47
1779353228060,228.76,00270.00,47
1779353228060,229.11,00268.00,47
1779353228060,229.52,00265.00,47
1779353228060,229.67,00000.00,0
1779353228060,229.91,00263.00,47
1779353228060,230.31,00260.00,47
1779353228060,230.72,00258.00,47
1779353228060,231.12,00255.00,47
1779353228060,231.51,00253.00,47
1779353228060,231.86,00251.00,47
1779353228060,232.26,00249.00,47
1779353228060,232.67,00247.00,47
1779353228060,233.07,00245.00,47
1779353228060,233.46,00243.00,47
1779353228060,233.87,00241.00,47
1779353228060,234.22,00239.00,47
1779353228060,234.62,00237.00,47
1779353228060,235.03,00235.00,47
1779353228060,235.42,00234.00,47
1779353228060,235.78,00232.00,47
1779353228060,236.17,00230.00,47
1779353228060,236.57,00228.00,47
1779353228060,236.98,00227.00,47
1779353228060,237.39,00225.00,47
1779353228060,237.73,00224.00,47
1779353228060,238.14,00222.00,47
1779353228060,238.53,00221.00,47
1779353228060,238.94,00219.00,47
1779353228060,239.28,00218.00,47
1779353228060,239.68,00217.00,47
1779353228060,240.09,00215.00,47
1779353228060,240.44,00214.00,47
1779353228060,240.84,00213.00,47
1779353228060,241.18,00212.00,47
1779353228060,241.64,00210.00,47
1779353228060,241.98,00209.00,47
1779353228060,242.39,00208.00,47
1779353228060,242.73,00207.00,47
1779353228060,243.14,00205.00,47
1779353228060,243.54,00204.00,47
1779353228060,243.93,00203.00,47
1779353228060,244.29,00202.00,47
1779353228060,244.69,00201.00,47
1779353228060,245.03,00200.00,47
1779353228060,245.43,00199.00,47
1779353228060,245.84,00198.00,47
1779353228060,246.19,00197.00,47
1779353228060,246.59,00196.00,47
1779353228060,246.99,00195.00,47
1779353228060,247.34,00194.00,47
1779353228060,247.73,00193.00,47
1779353228060,248.14,00192.00,47
1779353228060,248.48,00192.00,47
1779353228060,248.82,00191.00,47
1779353228060,249.23,00190.00,47
1779353228060,249.64,00189.00,47
1779353228060,249.98,00188.00,47
1779353228060,250.32,00188.00,47
1779353228060,250.73,00187.00,47
1779353228060,251.14,00186.00,47
1779353228060,251.48,00185.00,47
1779353228060,251.89,00184.00,47
1779353228060,252.23,00184.00,47
1779353228060,252.64,00183.00,47
1779353228060,253.03,00182.00,47
1779353228060,253.39,00182.00,47
1779353228060,253.73,00181.00,47
1779353228060,254.12,00180.00,47
1779353228060,254.48,00180.00,47
1779353228060,254.87,00179.00,47
1779353228060,255.22,00179.00,47
1779353228060,255.62,00178.00,47
1779353228060,255.96,00177.00,47
1779353228060,256.31,00177.00,47
1779353228060,256.67,00177.00,47
1779353228060,257.06,00176.00,47
1779353228060,257.46,00175.00,47
1779353228060,257.81,00175.00,47
1779353228060,258.22,00174.00,47
1779353228060,258.56,00174.00,47
1779353228060,258.96,00173.00,47
1779353228060,259.31,00173.00,47
1779353228060,259.65,00172.00,47
1779353228060,260.00,00172.00,47
1779353228060,260.40,00171.00,47
1779353228060,260.75,00171.00,47
1779353228060,261.09,00171.00,47
1779353228060,261.50,00170.00,47
1779353228060,261.84,00170.00,47
1779353228060,262.25,00169.00,47
1779353228060,262.59,00169.00,47
1779353228060,262.94,00169.00,47
1779353228060,263.34,00168.00,47
1779353228060,263.68,00168.00,47
1779353228060,264.09,00167.00,47
1779353228060,264.44,00167.00,47
1779353228060,264.78,00167.00,47
1779353228060,265.18,00166.00,47
1779353228060,265.53,00166.00,47
1779353228060,265.87,00166.00,47
1779353228060,266.28,00165.00,47
1779353228060,266.62,00165.00,47
1779353228060,266.97,00165.00,47
1779353228060,267.31,00164.00,47
1779353228060,267.65,00164.00,47
1779353228060,267.99,00164.00,47
1779353228060,268.34,00164.00,47
1779353228060,268.75,00163.00,47
1779353228060,269.09,00163.00,47
1779353228060,269.43,00163.00,47
1779353228060,269.78,00163.00,47
1779353228060,270.19,00162.00,47
1779353228060,270.53,00162.00,47
1779353228060,270.87,00162.00,47
1779353228060,271.21,00162.00,47
1779353228060,271.62,00161.00,47
1779353228060,271.97,00161.00,47
1779353228060,272.31,00161.00,47
1779353228060,272.65,00161.00,47
1779353228060,273.00,00161.00,47
1779353228060,273.34,00161.00,47
1779353228060,273.69,00161.00,47
1779353228060,274.09,00160.00,47
1779353228060,274.43,00160.00,47
1779353228060,274.78,00160.00,47
1779353228060,275.12,00160.00,47
1779353228060,275.47,00160.00,47
1779353228060,275.81,00160.00,47
1779353228060,276.15,00160.00,47
1779353228060,276.50,00160.00,47
1779353228060,276.90,00159.00,47
1779353228060,277.25,00159.00,47
1779353228060,277.59,00159.00,47
1779353228060,277.93,00159.00,47
1779353228060,278.28,00159.00,47
1779353228060,278.62,00159.00,47
1779353228060,278.96,00159.00,47
1779353228060,279.31,00159.00,47
1779353228060,279.65,00159.00,47
1779353228060,280.00,00159.00,47
1779353228060,280.34,00159.00,47
1779353228060,280.68,00159.00,47
1779353228060,281.03,00159.00,47
1779353228060,281.37,00159.00,47
1779353228060,281.72,00159.00,47
1779353228060,282.07,00159.00,47
1779353228060,282.42,00159.00,47
1779353228060,282.76,00159.00,47
1779353228060,283.11,00159.00,47
